,id,text,created_at,author_id,in_reply_to_user_id,lang,author,entities,referenced_tweets,media,geo,vader_sentiment_score,vader_sentiment_phrase,Twitter
195,1540339801764896770,Republicans are forcing women to stay pregnant and give birth when they don’t want to—no matter the circumstances. They are even passing laws to jail women who get abortions and the doctors who provide them.,2022-06-24 14:23:21+00:00,293131808,293131808,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""location"":""WA & DC"",""username"":""PattyMurray"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""name"":""Senator Patty Murray"",""protected"":false,""url"":""https://t.co/RgQK2NNlz5""}","{""annotations"":[{""start"":0,""end"":10,""probability"":0.6734,""type"":""Organization"",""normalized_text"":""Republicans""}]}","[{""type"":""replied_to"",""id"":""1540339799843815433"",""author_id"":""293131808"",""text"":""Today, Republicans dragged this country backwards by half a century.\n\nRepublicans ripped away our rights and made this generation the first generation of American women with fewer rights than their mothers."",""lang"":""en"",""source"":""Twitter Web App"",""possibly_sensitive"":false,""reply_settings"":""everyone"",""conversation_id"":""1540339799843815433"",""entities"":{""annotations"":[{""start"":7,""end"":17,""probability"":0.8151,""type"":""Organization"",""normalized_text"":""Republicans""},{""start"":70,""end"":80,""probability"":0.4897,""type"":""Organization"",""normalized_text"":""Republicans""}]},""created_at"":""2022-06-24T14:23:21.000Z"",""public_metrics"":{""retweet_count"":439,""reply_count"":356,""like_count"":1637,""quote_count"":32},""context_annotations"":[{""domain"":{""id"":""171"",""name"":""Local News"",""description"":""For local-level news entities""},""entity"":{""id"":""1252622946473893890"",""name"":""Seattle""}},{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}}]}]",,,0.1027,positive,helpcmtedems
197,1540039090195906560,"Sensitive health and location data should not be used to send patients seeking an abortion to jail. The current rules risk the safety and security of women everywhere—&amp; the bill I helped introduce will make sure we take action. 
https://t.co/ok6M1oaGsR",2022-06-23 18:28:26+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""location"":""WA & DC"",""username"":""PattyMurray"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""name"":""Senator Patty Murray"",""protected"":false,""url"":""https://t.co/RgQK2NNlz5""}","{""urls"":[{""start"":233,""end"":256,""url"":""https://t.co/ok6M1oaGsR"",""expanded_url"":""https://www.wsj.com/articles/how-period-tracker-apps-treat-your-data-and-what-that-means-if-roe-v-wade-is-overturned-11655561595"",""display_url"":""wsj.com/articles/how-p…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1546105105610674176/G8d_IYCK?format=jpg&name=orig"",""width"":1280,""height"":640},{""url"":""https://pbs.twimg.com/news_img/1546105105610674176/G8d_IYCK?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""How Period-Tracker Apps Treat Your Data, and What That Means if Roe v. Wade Is Overturned"",""description"":""Here’s where popular services for tracking menstruation and ovulation stand on data privacy, as well as advice on other ways to shield your personal information."",""unwound_url"":""https://www.wsj.com/articles/how-period-tracker-apps-treat-your-data-and-what-that-means-if-roe-v-wade-is-overturned-11655561595""}]}",,,,0.6597,positive,helpcmtedems
199,1539784554340302848,Today @maziehirono &amp; I spoke with patients about their own abortion stories and what is at stake—the essential health care that patients will lose—with SCOTUS set to overturn Roe and Republicans working around the clock to undermine access to reproductive health care. https://t.co/kT13zINpkj,2022-06-23 01:37:00+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""location"":""WA & DC"",""username"":""PattyMurray"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""name"":""Senator Patty Murray"",""protected"":false,""url"":""https://t.co/RgQK2NNlz5""}","{""mentions"":[{""start"":6,""end"":18,""username"":""maziehirono"",""id"":""92186819""}],""annotations"":[{""start"":152,""end"":157,""probability"":0.8545,""type"":""Organization"",""normalized_text"":""SCOTUS""},{""start"":175,""end"":177,""probability"":0.8136,""type"":""Person"",""normalized_text"":""Roe""},{""start"":183,""end"":193,""probability"":0.8272,""type"":""Organization"",""normalized_text"":""Republicans""}],""urls"":[{""start"":273,""end"":296,""url"":""https://t.co/kT13zINpkj"",""expanded_url"":""https://twitter.com/PattyMurray/status/1539784554340302848/video/1"",""display_url"":""pic.twitter.com/kT13zINpkj"",""media_key"":""13_1539775335943835651""}]}",,"[{""media_key"":""13_1539775335943835651"",""type"":""video""}]",,0.6369,positive,helpcmtedems
200,1539689931232235520,"The Olmstead decision affirmed that people with disabilities have the right to an integrated life in their communities.

We must keep working to make the promises of Olmstead a reality—&amp; that means including &amp; meeting the needs of people with disabilities in our policymaking.",2022-06-22 19:21:00+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""url"":""https://t.co/RgQK2NNlz5"",""verified"":true,""id"":""293131808"",""username"":""PattyMurray"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""created_at"":""2011-05-04T20:23:35.000Z"",""name"":""Senator Patty Murray"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""protected"":false}","{""annotations"":[{""start"":166,""end"":173,""probability"":0.3784,""type"":""Place"",""normalized_text"":""Olmstead""}]}",,,,0.3818,positive,helpcmtedems
201,1539436007933693952,"Extreme politicians should not have a say in a woman's decision about pregnancy and parenting. 

Thank you, Kathleen, for sharing your story. https://t.co/TMqZsc3RF0",2022-06-22 02:32:00+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""url"":""https://t.co/RgQK2NNlz5"",""verified"":true,""id"":""293131808"",""username"":""PattyMurray"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""created_at"":""2011-05-04T20:23:35.000Z"",""name"":""Senator Patty Murray"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""protected"":false}","{""annotations"":[{""start"":108,""end"":115,""probability"":0.9585,""type"":""Person"",""normalized_text"":""Kathleen""}],""urls"":[{""start"":142,""end"":165,""url"":""https://t.co/TMqZsc3RF0"",""expanded_url"":""https://twitter.com/PattyMurray/status/1539436007933693952/photo/1"",""display_url"":""pic.twitter.com/TMqZsc3RF0"",""media_key"":""3_1539330450153476097""}]}",,"[{""media_key"":""3_1539330450153476097"",""type"":""photo""}]",,0.6486,positive,helpcmtedems
205,1538202240300855298,It is absurd that people seeking abortions could have their location data used against them. This has got to be fixed—so I helped introduce legislation to keep patients’ data safe. https://t.co/OI7M1zQ2ST,2022-06-18 16:49:27+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""url"":""https://t.co/RgQK2NNlz5"",""verified"":true,""id"":""293131808"",""username"":""PattyMurray"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""created_at"":""2011-05-04T20:23:35.000Z"",""name"":""Senator Patty Murray"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""protected"":false}","{""urls"":[{""start"":181,""end"":204,""url"":""https://t.co/OI7M1zQ2ST"",""expanded_url"":""https://www.washingtonpost.com/politics/2022/06/16/anticipated-roe-reversal-brings-wave-data-security-reforms/"",""display_url"":""washingtonpost.com/politics/2022/…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1541231621075980288/lmNdUP9m?format=jpg&name=orig"",""width"":1440,""height"":810},{""url"":""https://pbs.twimg.com/news_img/1541231621075980288/lmNdUP9m?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""Analysis | Anticipated Roe reversal brings a wave of data security reforms"",""description"":""Senate Dems are citing the draft opinion in a bill reining in data brokers."",""unwound_url"":""https://www.washingtonpost.com/politics/2022/06/16/anticipated-roe-reversal-brings-wave-data-security-reforms/""}]}",,,,0.4404,positive,helpcmtedems
210,1537217413972127750,"RT @thehill: Sen. @PattyMurray: ""We need the Biden administration to step up to the plate and do everything it possibly can to protect the…",2022-06-15 23:36:06+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""url"":""https://t.co/RgQK2NNlz5"",""verified"":true,""id"":""293131808"",""username"":""PattyMurray"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""created_at"":""2011-05-04T20:23:35.000Z"",""name"":""Senator Patty Murray"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""protected"":false}","{""mentions"":[{""start"":3,""end"":11,""username"":""thehill"",""id"":""1917731""},{""start"":18,""end"":30,""username"":""PattyMurray"",""id"":""293131808""}],""annotations"":[{""start"":13,""end"":16,""probability"":0.8652,""type"":""Person"",""normalized_text"":""Sen.""},{""start"":45,""end"":49,""probability"":0.879,""type"":""Person"",""normalized_text"":""Biden""}]}","[{""type"":""retweeted"",""id"":""1537163282334658560"",""lang"":""en"",""source"":""Twitter Media Studio"",""attachments"":{""media_keys"":[""13_1537157581004734466""]},""text"":""Sen. @PattyMurray: \""We need the Biden administration to step up to the plate and do everything it possibly can to protect the right to abortion. [...] We're not going to sit around quietly waiting for him to act. Fair warning, Mr. President. We are going to be loud.\"" https://t.co/bZxDikboES"",""reply_settings"":""everyone"",""possibly_sensitive"":false,""author_id"":""1917731"",""public_metrics"":{""retweet_count"":26,""reply_count"":51,""like_count"":125,""quote_count"":5},""entities"":{""mentions"":[{""start"":5,""end"":17,""username"":""PattyMurray"",""id"":""293131808""}],""annotations"":[{""start"":0,""end"":3,""probability"":0.8466,""type"":""Person"",""normalized_text"":""Sen.""},{""start"":32,""end"":36,""probability"":0.9131,""type"":""Person"",""normalized_text"":""Biden""},{""start"":227,""end"":239,""probability"":0.5574,""type"":""Person"",""normalized_text"":""Mr. President""}],""urls"":[{""start"":268,""end"":291,""url"":""https://t.co/bZxDikboES"",""expanded_url"":""https://twitter.com/thehill/status/1537163282334658560/video/1"",""display_url"":""pic.twitter.com/bZxDikboES"",""media_key"":""13_1537157581004734466""}]},""context_annotations"":[{""domain"":{""id"":""47"",""name"":""Brand"",""description"":""Brands and Companies""},""entity"":{""id"":""1100053375620534275"",""name"":""The Hill"",""description"":""The Hill""}},{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""10040395078"",""name"":""Joe Biden"",""description"":""US President Joe Biden""}},{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""10040395078"",""name"":""Joe Biden"",""description"":""US President Joe Biden""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}}],""conversation_id"":""1537163282334658560"",""created_at"":""2022-06-15T20:01:00.000Z""}]",,,0.3818,positive,helpcmtedems
211,1537197794888495105,"As extremist Republican lawmakers work around the clock to make essential health services—including abortion—a crime, patients’ private health and location data needs to be protected.

@SenWarren and I are introducing legislation to protect everyone's sensitive health data.",2022-06-15 22:18:08+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""url"":""https://t.co/RgQK2NNlz5"",""verified"":true,""id"":""293131808"",""username"":""PattyMurray"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""created_at"":""2011-05-04T20:23:35.000Z"",""name"":""Senator Patty Murray"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""protected"":false}","{""mentions"":[{""start"":185,""end"":195,""username"":""SenWarren"",""id"":""970207298""}],""annotations"":[{""start"":13,""end"":22,""probability"":0.658,""type"":""Organization"",""normalized_text"":""Republican""}]}",,,,0.25,positive,helpcmtedems
212,1537171308433252355,"I’m fighting here in the Senate to make sure women can get an abortion and make their own health care decisions.

But we need bold leadership from @POTUS too. Today, @SenWarren and I again called on him do everything he can in this fight. https://t.co/3O8Btb6dtT",2022-06-15 20:32:53+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""url"":""https://t.co/RgQK2NNlz5"",""verified"":true,""id"":""293131808"",""username"":""PattyMurray"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""created_at"":""2011-05-04T20:23:35.000Z"",""name"":""Senator Patty Murray"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""protected"":false}","{""mentions"":[{""start"":147,""end"":153,""username"":""POTUS"",""id"":""1349149096909668363""},{""start"":166,""end"":176,""username"":""SenWarren"",""id"":""970207298""}],""annotations"":[{""start"":25,""end"":30,""probability"":0.6075,""type"":""Organization"",""normalized_text"":""Senate""}],""urls"":[{""start"":239,""end"":262,""url"":""https://t.co/3O8Btb6dtT"",""expanded_url"":""https://twitter.com/PattyMurray/status/1537171308433252355/photo/1"",""display_url"":""pic.twitter.com/3O8Btb6dtT"",""media_key"":""3_1537171257338241024""}]}",,"[{""media_key"":""3_1537171257338241024"",""type"":""photo""}]",,0.1027,positive,helpcmtedems
213,1537140685123375104,"Last week @SenWarren &amp; I led our colleagues in calling on @POTUS to make sure every part of our government has a plan to protect the right to abortion.

We’re still waiting—&amp; not quietly.

We’re going to be loud &amp; relentless because we need a federal plan NOW.",2022-06-15 18:31:12+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""url"":""https://t.co/RgQK2NNlz5"",""verified"":true,""id"":""293131808"",""username"":""PattyMurray"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""created_at"":""2011-05-04T20:23:35.000Z"",""name"":""Senator Patty Murray"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""protected"":false}","{""mentions"":[{""start"":10,""end"":20,""username"":""SenWarren"",""id"":""970207298""},{""start"":62,""end"":68,""username"":""POTUS"",""id"":""1349149096909668363""}]}",,,,0.6249,positive,helpcmtedems
214,1537137412270444548,"LIVE: making sure people can get an abortion even when the Supreme Court overturns #RoeVWade is an all-hands-on-deck fight.

@SenWarren and I are urging @POTUS to do whatever he can to do so. https://t.co/Kf4K2041Zk",2022-06-15 18:18:12+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""url"":""https://t.co/RgQK2NNlz5"",""verified"":true,""id"":""293131808"",""username"":""PattyMurray"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""created_at"":""2011-05-04T20:23:35.000Z"",""name"":""Senator Patty Murray"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""protected"":false}","{""mentions"":[{""start"":125,""end"":135,""username"":""SenWarren"",""id"":""970207298""},{""start"":153,""end"":159,""username"":""POTUS"",""id"":""1349149096909668363""}],""annotations"":[{""start"":59,""end"":71,""probability"":0.6775,""type"":""Organization"",""normalized_text"":""Supreme Court""}],""urls"":[{""start"":192,""end"":215,""url"":""https://t.co/Kf4K2041Zk"",""expanded_url"":""https://twitter.com/i/broadcasts/1ZkKzbLNyYLKv?t=1m26s"",""display_url"":""twitter.com/i/broadcasts/1…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1537137412907868162/g-y5qMR9?format=jpg&name=orig"",""width"":1920,""height"":1080},{""url"":""https://pbs.twimg.com/news_img/1537137412907868162/g-y5qMR9?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""Elizabeth Warren"",""description"":""Press Conference on Roe v. Wade"",""unwound_url"":""https://twitter.com/i/broadcasts/1ZkKzbLNyYLKv?t=1m26s""}],""hashtags"":[{""start"":83,""end"":92,""tag"":""RoeVWade""}]}",,,,0.5106,positive,helpcmtedems
216,1537087002990071810,"Once again, Republicans tried to interfere with women’s right to make their own health care decisions.

And once again, I blocked them. FDA’s policies on medication abortion should be driven by science, not politics. https://t.co/XYNH39wgDr https://t.co/fjkAE1W3ri",2022-06-15 14:57:53+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""url"":""https://t.co/RgQK2NNlz5"",""verified"":true,""id"":""293131808"",""username"":""PattyMurray"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""created_at"":""2011-05-04T20:23:35.000Z"",""name"":""Senator Patty Murray"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""protected"":false}","{""annotations"":[{""start"":12,""end"":22,""probability"":0.8992,""type"":""Organization"",""normalized_text"":""Republicans""},{""start"":136,""end"":138,""probability"":0.5056,""type"":""Organization"",""normalized_text"":""FDA""}],""urls"":[{""start"":217,""end"":240,""url"":""https://t.co/XYNH39wgDr"",""expanded_url"":""https://twitter.com/PattyMurray/status/1537087002990071810/video/1"",""display_url"":""pic.twitter.com/XYNH39wgDr"",""media_key"":""7_1537086845720338432""},{""start"":241,""end"":264,""url"":""https://t.co/fjkAE1W3ri"",""expanded_url"":""https://twitter.com/katherineefoley/status/1536807827645386753"",""display_url"":""twitter.com/katherineefole…""}]}","[{""type"":""quoted"",""id"":""1536807827645386753"",""lang"":""en"",""source"":""TweetDeck"",""attachments"":{""media_keys"":[""3_1536807712717164555""]},""text"":""In Senate HELP FDA user fee markup, Sen. Marshall just introduced an amendment that would require pregnant folks to have an ultrasound to confirm pregnancy before health care providers could write a script for medication abortions. Sen. Murray's response: https://t.co/KIuWdwfZ2D"",""reply_settings"":""everyone"",""possibly_sensitive"":false,""author_id"":""261070959"",""public_metrics"":{""retweet_count"":5,""reply_count"":0,""like_count"":11,""quote_count"":3},""entities"":{""annotations"":[{""start"":3,""end"":8,""probability"":0.6644,""type"":""Organization"",""normalized_text"":""Senate""},{""start"":15,""end"":17,""probability"":0.5108,""type"":""Organization"",""normalized_text"":""FDA""},{""start"":36,""end"":48,""probability"":0.8907,""type"":""Person"",""normalized_text"":""Sen. Marshall""},{""start"":232,""end"":242,""probability"":0.9947,""type"":""Person"",""normalized_text"":""Sen. Murray""}],""urls"":[{""start"":256,""end"":279,""url"":""https://t.co/KIuWdwfZ2D"",""expanded_url"":""https://twitter.com/katherineefoley/status/1536807827645386753/photo/1"",""display_url"":""pic.twitter.com/KIuWdwfZ2D"",""media_key"":""3_1536807712717164555""}]},""context_annotations"":[{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}}],""conversation_id"":""1536807827645386753"",""created_at"":""2022-06-14T20:28:33.000Z""}]","[{""media_key"":""7_1537086845720338432"",""type"":""video""}]",,0.2732,positive,helpcmtedems
218,1536717092065624065,"RT @RepPressley: Birth control is critical to our reproductive freedom &amp; bodily autonomy.

My bill with @PattyMurray would #FreeThePill and…",2022-06-14 14:28:00+00:00,293131808,,en,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""url"":""https://t.co/RgQK2NNlz5"",""verified"":true,""id"":""293131808"",""username"":""PattyMurray"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""created_at"":""2011-05-04T20:23:35.000Z"",""name"":""Senator Patty Murray"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""protected"":false}","{""mentions"":[{""start"":3,""end"":15,""username"":""RepPressley"",""id"":""1080584229510172678""},{""start"":108,""end"":120,""username"":""PattyMurray"",""id"":""293131808""}],""hashtags"":[{""start"":127,""end"":139,""tag"":""FreeThePill""}]}","[{""type"":""retweeted"",""id"":""1535683283190702083"",""lang"":""en"",""source"":""Twitter Web App"",""text"":""Birth control is critical to our reproductive freedom &amp; bodily autonomy.\n\nMy bill with @PattyMurray would #FreeThePill and make OTC birth control is affordable &amp; accessible to all.\nhttps://t.co/gFqtxxVPM8"",""reply_settings"":""everyone"",""possibly_sensitive"":false,""author_id"":""1080584229510172678"",""public_metrics"":{""retweet_count"":43,""reply_count"":46,""like_count"":259,""quote_count"":1},""entities"":{""mentions"":[{""start"":91,""end"":103,""username"":""PattyMurray"",""id"":""293131808""}],""urls"":[{""start"":189,""end"":212,""url"":""https://t.co/gFqtxxVPM8"",""expanded_url"":""https://www.wwlp.com/news/state-politics/pressley-in-push-for-national-birth-control-law/"",""display_url"":""wwlp.com/news/state-pol…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1534523148691021825/--yq8uhb?format=jpg&name=orig"",""width"":640,""height"":360},{""url"":""https://pbs.twimg.com/news_img/1534523148691021825/--yq8uhb?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""Pressley in push for national birth control law"",""description"":""Citing the threat of Republicans curbing access to birth control, Democrats in Washington introduced a bill Tuesday aimed at ensuring access to an over-the-counter birth control option once the FDA…"",""unwound_url"":""https://www.wwlp.com/news/state-politics/pressley-in-push-for-national-birth-control-law/""}],""hashtags"":[{""start"":110,""end"":122,""tag"":""FreeThePill""}]},""context_annotations"":[{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}}],""conversation_id"":""1535683283190702083"",""created_at"":""2022-06-11T18:00:00.000Z""}]",,,0.4404,positive,helpcmtedems
